order_id,order_date,order_time,city,zone,rider_id,vehicle_type,order_type,distance_km,promised_delivery_mins,actual_delivery_mins,delay_mins,delivery_status,weather_condition,order_value_inr,delivery_attempts,rider_experience_yrs,rider_rating,gps_latitude,gps_longitude,city_cleaned,vehicle_type_cleaned,actual_delivery_mins_cleaned,zone_cleaned,order_time_dt,hour
ORD000547,2024-05-08,07:41,Lucknow,North,RID0106,auto,Electronics,8.1,90,107.1,17.1,Delayed,Partly Cloudy,2943.38,1,0.8,4.6,18.416,90.5438,Lucknow,Auto,107.1,North,1900-01-01 07:41:00,7
ORD000548,2024-10-31,08:19,Bangalore,Central,RID0074,BIKE,Documents,11.22,45,112.6,67.6,Delayed,Fog,1465.34,1,3.0,4.4,30.6503,68.8857,Bangalore,Bike,112.6,Central,1900-01-01 08:19:00,8
ORD000549,2024-10-04,15:57,Lucknow,Central,,Auto,Apparel,9.93,30,29.8,-0.2,On-Time,Clear,1037.96,1,5.9,3.2,20.2339,93.6666,Lucknow,Auto,29.8,Central,1900-01-01 15:57:00,15
ORD000550,2024-11-30,06:06,chennai,East,RID0032,Van,Grocery,15.57,45,5.0,-40.0,On-Time,Partly Cloudy,3383.77,1,0.5,4.7,12.8994,90.0555,Chennai,Van,5.0,East,1900-01-01 06:06:00,6
ORD000551,2024-12-03,10:40,Delhi,South,RID0042,bike,Food,16.33,60,70.8,10.8,Delayed,Clear,182.9,1,4.9,4.7,36.2837,92.0398,Delhi,Bike,70.8,South,1900-01-01 10:40:00,10
ORD000552,2024-12-30,21:28,Chennai,South,RID0150,auto,Grocery,5.08,90,96.6 mins,6.6,Delayed,Clear,3385.04,1,0.9,4.4,,,Chennai,Auto,96.6,South,1900-01-01 21:28:00,21
ORD000553,2024-10-14,14:08,Jaipur,South,RID0050,Van,Medicine,4.04,45,63.5,18.5,Delayed,Clear,676.77,1,6.1,3.2,11.0629,89.781,Jaipur,Van,63.5,South,1900-01-01 14:08:00,14
ORD000554,2024-12-16,09:50,Jaipur,Central,RID0058,auto,Grocery,14.3,45,44.7,-0.3,On-Time,Partly Cloudy,4549.1,1,2.2,4.2,36.0964,76.3566,Jaipur,Auto,44.7,Central,1900-01-01 09:50:00,9
ORD000555,2024-06-29,13:40,Bangalore,East,RID0019,van,Apparel,11.11,60,88.3,28.3,Delayed,Rain,4311.31,1,6.0,3.9,,,Bangalore,Van,88.3,East,1900-01-01 13:40:00,13
ORD000556,2024-07-21,15:46,Jaipur,West,RID0146,auto,Electronics,16.74,90,143.0,53.0,Delayed,Rain,361.35,1,2.9,3.2,30.6778,85.207,Jaipur,Auto,143.0,West,1900-01-01 15:46:00,15
ORD000557,2024-03-28,15:05,Mumbai,South,RID0119,BIKE,Medicine,7.47,60,50.9,-9.1,On-Time,Partly Cloudy,2640.0,1,1.0,4.1,27.1435,93.6358,Mumbai,Bike,50.9,South,1900-01-01 15:05:00,15
ORD000558,2024-01-02,19:28,Chennai,South,RID0026,van,Medicine,8.74,60,109.8,49.8,Delayed,Rain,127.26,1,5.9,3.7,14.863,86.6899,Chennai,Van,109.8,South,1900-01-01 19:28:00,19
ORD000559,2024-07-15,13:28,Pune,East,RID0088,bike,Apparel,2.05,60,62.7,2.7,On-Time,Clear,2887.02,2,3.8,3.6,28.74,89.6282,Pune,Bike,62.7,East,1900-01-01 13:28:00,13
ORD000560,2024-06-22,20:43,Jaipur,North,RID0139,Van,Documents,12.24,45,57.8,12.8,Delayed,Clear,4467.18,1,1.5,3.4,35.7388,78.8571,Jaipur,Van,57.8,North,1900-01-01 20:43:00,20
ORD000561,2024-06-22,09:29,Bangaluru,North,RID0047,bike,Grocery,12.89,60,119.9,59.9,Delayed,Fog,3501.24,1,6.0,4.8,13.4634,88.6698,Bangalore,Bike,119.9,North,1900-01-01 09:29:00,9
ORD000562,2024-06-26,21:34,Kolkata,West,RID0088,Bike,Grocery,2.09,45,77.7,32.7,Delayed,Rain,130.92,1,7.7,3.2,,,Kolkata,Bike,77.7,West,1900-01-01 21:34:00,21
ORD000563,2024-03-26,21:18,Chennai,South,RID0008,Bike,Documents,10.99,30,37.7,7.7,Delayed,Clear,896.75,3,2.5,3.3,9.7993,89.0706,Chennai,Bike,37.7,South,1900-01-01 21:18:00,21
ORD000564,2024-04-05,06:47,Pune,East,RID0083,BIKE,Documents,7.65,30,7.6,-22.4,On-Time,Clear,2331.73,2,4.1,4.5,19.3565,78.3997,Pune,Bike,7.6,East,1900-01-01 06:47:00,6
ORD000565,2024-08-14,12:58,Mumbai,East,RID0038,BIKE,Apparel,3.47,30,31.4,1.4,On-Time,Clear,2642.12,1,6.4,3.5,33.8286,69.7411,Mumbai,Bike,31.4,East,1900-01-01 12:58:00,12
ORD000566,2024-07-12,18:05,Pune,,RID0132,van,Grocery,15.7,60,101.6,41.6,Delayed,Fog,4421.42,1,1.6,4.6,14.9234,81.9885,Pune,Van,101.6,,1900-01-01 18:05:00,18
ORD000567,2024-03-29,15:58,Kolkata,North,RID0102,van,Documents,7.26,60,50.2,-9.8,On-Time,Clear,2321.01,1,6.6,4.1,23.9944,68.2335,Kolkata,Van,50.2,North,1900-01-01 15:58:00,15
ORD000568,2024-02-22,22:54,Lucknow,Central,RID0041,BIKE,Food,10.83,30,14.8,-15.2,On-Time,Clear,1152.73,1,4.8,4.4,36.005,76.3125,Lucknow,Bike,14.8,Central,1900-01-01 22:54:00,22
ORD000569,2024-06-03,12:49,Bangalore,South,RID0058,Van,Food,13.97,60,100.0,40.0,Delayed,Fog,1440.84,1,2.2,3.5,31.4837,96.9001,Bangalore,Van,100.0,South,1900-01-01 12:49:00,12
ORD000570,2024-10-21,16:36,Ahmedabad,West,RID0064,van,Apparel,2.39,90,97.5,7.5,Delayed,Clear,4167.74,1,6.3,3.1,28.6256,87.5431,Ahmedabad,Van,97.5,West,1900-01-01 16:36:00,16
ORD000571,2024-11-28,11:32,Ahmedabad,South,RID0006,cycle,Medicine,4.26,60,61.4,1.4,On-Time,Rain,4986.01,1,7.8,4.4,32.3952,84.7157,Ahmedabad,Cycle,61.4,South,1900-01-01 11:32:00,11
ORD000572,2024-08-14,20:43,Mumbai,South,RID0135,Van,Medicine,10.43,90,121.8,31.8,Delayed,Clear,975.86,1,1.9,4.9,35.2435,88.8171,Mumbai,Van,121.8,South,1900-01-01 20:43:00,20
ORD000573,2024-09-23,12:23,Jaipur,East,RID0133,bike,Medicine,9.13,60,71.1,11.1,Delayed,Clear,4715.02,1,7.1,4.6,21.1453,90.0682,Jaipur,Bike,71.1,East,1900-01-01 12:23:00,12
ORD000574,2024-02-02,14:14,Ahmedabad,Central,RID0051,BIKE,Medicine,3.33,60,90.7,30.7,Delayed,Partly Cloudy,642.65,1,2.9,4.7,20.7337,85.5139,Ahmedabad,Bike,90.7,Central,1900-01-01 14:14:00,14
ORD000575,2024-02-20,11:03,Ahmedabad,East,RID0013,AUTO,Grocery,1.67,30,37.4,7.4,Delayed,Partly Cloudy,4476.7,1,3.5,3.8,19.1813,96.4609,Ahmedabad,Auto,37.4,East,1900-01-01 11:03:00,11
ORD000576,2024-06-06,17:26,Kolkata ,East,RID0038,AUTO,Medicine,4.69,60,121.2,61.2,Delayed,Fog,1808.75,2,2.6,4.1,24.0511,84.2383,Kolkata,Auto,121.2,East,1900-01-01 17:26:00,17
ORD000577,2024-10-26,10:36,Lucknow,North,RID0057,Auto,Grocery,9.17,60,60.9,0.9,On-Time,Clear,4290.2,1,3.1,3.1,23.8275,73.1896,Lucknow,Auto,60.9,North,1900-01-01 10:36:00,10
ORD000578,2024-05-14,20:29,Ahmedabad,Central,RID0092,Van,Documents,3.04,30,41.2,11.2,Delayed,Clear,1276.26,1,4.7,4.5,,,Ahmedabad,Van,41.2,Central,1900-01-01 20:29:00,20
ORD000579,2024-07-29,19:52,Hyderabad,West,RID0060,Van,Documents,12.83,60,91.8,31.8,Delayed,Clear,4488.08,1,0.8,4.7,33.7952,69.3009,Hyderabad,Van,91.8,West,1900-01-01 19:52:00,19
ORD000580,2024-05-03,21:41,Jaipur,South,RID0103,BIKE,Food,3.89,90,92.5,2.5,On-Time,Clear,3957.8,1,4.7,3.9,12.0897,84.4085,Jaipur,Bike,92.5,South,1900-01-01 21:41:00,21
ORD000581,2024-05-21,14:41,Hydrabad,,RID0075,Cycle,Medicine,3.87,45,47.9,2.9,On-Time,Clear,2450.11,1,5.2,4.7,17.1324,76.5611,Hyderabad,Cycle,47.9,,1900-01-01 14:41:00,14
ORD000582,2024-09-17,18:32,Hyderabad,,RID0075,Van,Electronics,6.87,90,86.2,-3.8,On-Time,Partly Cloudy,2321.26,2,5.2,4.0,18.4762,74.3529,Hyderabad,Van,86.2,,1900-01-01 18:32:00,18
ORD000583,2024-03-17,17:25,Jaipur,West,RID0130,cycle,Apparel,15.63,45,61.0,16.0,Delayed,Fog,592.84,1,3.8,3.1,9.2856,75.1362,Jaipur,Cycle,61.0,West,1900-01-01 17:25:00,17
ORD000584,2024-08-30,18:24,Kolkata,,RID0107,AUTO,Food,4.57,30,86.6,56.6,Delayed,Rain,887.89,3,1.6,3.9,,,Kolkata,Auto,86.6,,1900-01-01 18:24:00,18
ORD000585,2024-09-05,06:24,delhi,South,RID0132,van,Electronics,11.47,30,18.9,-11.1,On-Time,Clear,3295.05,1,0.7,3.8,16.158,72.0678,Delhi,Van,18.9,South,1900-01-01 06:24:00,6
ORD000586,2024-04-16,21:20,Delhi,South,RID0016,auto,Food,4.47,90,96.1,6.1,Delayed,Clear,3515.79,1,7.8,3.4,,,Delhi,Auto,96.1,South,1900-01-01 21:20:00,21
ORD000587,2024-05-25,08:57,Kolkata,Central,RID0067,bike,Medicine,16.73,60,108.2,48.2,Delayed,Rain,2467.74,1,1.0,4.1,23.8983,86.7243,Kolkata,Bike,108.2,Central,1900-01-01 08:57:00,8
ORD000588,2024-02-14,14:24,Jaipur,West,RID0111,BIKE,Food,5.31,60,52.3,-7.7,On-Time,Clear,194.05,2,7.6,4.2,26.8423,80.0561,Jaipur,Bike,52.3,West,1900-01-01 14:24:00,14
ORD000589,2024-11-06,20:26,Lucknow,North,RID0003,auto,Electronics,12.99,120,145.7,25.7,Delayed,Partly Cloudy,2867.42,2,2.1,3.6,31.0121,86.4339,Lucknow,Auto,145.7,North,1900-01-01 20:26:00,20
ORD000590,2024-08-28,17:26,Kolkata ,West,RID0023,Cycle,Food,9.64,30,27.8,-2.2,On-Time,Clear,53.17,1,3.8,4.7,9.0385,87.0244,Kolkata,Cycle,27.8,West,1900-01-01 17:26:00,17
ORD000591,2024-03-26,16:26,Delhi,West,RID0134,Van,Electronics,0.69,60,39.4,-20.6,On-Time,Partly Cloudy,2760.07,1,4.4,3.8,15.2881,91.3341,Delhi,Van,39.4,West,1900-01-01 16:26:00,16
ORD000592,2024-01-19,19:14,Delhi,South,RID0026,Bike,Food,11.7,30,43.2,13.2,Delayed,Clear,275.73,1,2.0,4.5,28.0689,80.8563,Delhi,Bike,43.2,South,1900-01-01 19:14:00,19
ORD000593,2024-12-03,13:00,Ahmedabad,West,RID0016,auto,Apparel,9.17,60,49.6,-10.4,On-Time,Clear,3056.29,1,4.7,4.5,32.0977,84.869,Ahmedabad,Auto,49.6,West,1900-01-01 13:00:00,13
ORD000594,2024-05-31,15:28,Jaipur,East,RID0111,auto,Documents,10.21,60,120.8,60.8,Delayed,Fog,861.74,1,5.3,4.2,35.0882,93.6601,Jaipur,Auto,120.8,East,1900-01-01 15:28:00,15
ORD000595,2024-01-23,20:34,Lucknow,South,RID0082,Van,Food,17.58,45,69.8,24.8,Delayed,Partly Cloudy,62.91,2,2.8,4.3,19.2647,81.7146,Lucknow,Van,69.8,South,1900-01-01 20:34:00,20
ORD000596,2024-12-30,15:12,Jaipur,Central,RID0107,AUTO,Electronics,11.48,60,66.7,6.7,Delayed,Clear,4457.99,2,3.8,3.6,25.1877,76.2707,Jaipur,Auto,66.7,Central,1900-01-01 15:12:00,15
ORD000597,2024-09-11,20:06,Pune,Central,RID0012,Cycle,Medicine,4.28,60,133.4,73.4,Delayed,Fog,953.88,2,1.3,4.2,29.3365,79.3603,Pune,Cycle,133.4,Central,1900-01-01 20:06:00,20
ORD000598,2024-10-26,21:59,Hydrabad,East,RID0038,Bike,Documents,11.69,30,62.5,32.5,Delayed,Rain,2303.56,1,1.0,4.5,21.2747,92.9982,Hyderabad,Bike,62.5,East,1900-01-01 21:59:00,21
ORD000599,2024-11-28,16:06,Chennai,East,RID0133,Auto,Food,11.78,90,98.6,8.6,Delayed,Clear,1843.12,2,3.3,4.9,21.4381,90.849,Chennai,Auto,98.6,East,1900-01-01 16:06:00,16
ORD000600,2024-02-22,16:45,Hyderabad,North,,Auto,Documents,10.69,60,59.7,-0.3,On-Time,Partly Cloudy,3742.31,1,7.7,3.9,,,Hyderabad,Auto,59.7,North,1900-01-01 16:45:00,16
ORD000601,2024-01-20,11:26,Delhi,South,RID0028,Bike,Apparel,1.99,60,45.6,-14.4,On-Time,Clear,4895.76,1,4.1,4.8,30.6907,77.2775,Delhi,Bike,45.6,South,1900-01-01 11:26:00,11
ORD000602,2024-08-15,17:47,Jaipur,Central,,Bike,Apparel,17.81,90,81.9,-8.1,On-Time,Clear,1000.22,1,7.5,4.6,,,Jaipur,Bike,81.9,Central,1900-01-01 17:47:00,17
ORD000603,2024-03-30,14:03,Mumbai,North,RID0064,Cycle,Apparel,8.34,45,14.9,-30.1,On-Time,Clear,954.8,1,4.8,4.6,24.9037,78.4915,Mumbai,Cycle,14.9,North,1900-01-01 14:03:00,14
ORD000604,2024-03-09,21:09,Delhi,East,,cycle,Food,10.6,30,53.1,23.1,Delayed,Clear,279.09,1,2.9,3.4,22.0408,73.3969,Delhi,Cycle,53.1,East,1900-01-01 21:09:00,21
ORD000605,2024-10-31,16:48,Jaipur,South,RID0104,cycle,Food,7.8,90,100.2,10.2,Delayed,Partly Cloudy,3535.57,2,0.6,3.8,31.991,79.9458,Jaipur,Cycle,100.2,South,1900-01-01 16:48:00,16
ORD000606,2024-02-07,16:10,Delhi,North,RID0039,AUTO,Food,17.04,45,34.2,-10.8,On-Time,Clear,4912.86,1,5.9,3.4,22.6341,76.9996,Delhi,Auto,34.2,North,1900-01-01 16:10:00,16
ORD000607,2024-02-16,22:04,Bangalore,,RID0086,BIKE,Electronics,1.24,45,25.6,-19.4,On-Time,Partly Cloudy,2748.61,1,5.3,4.7,12.6477,96.5622,Bangalore,Bike,25.6,,1900-01-01 22:04:00,22
ORD000608,2024-08-29,08:01,Hydrabad,Central,RID0075,Bike,Electronics,15.06,60,93.4,33.4,Delayed,Partly Cloudy,4565.39,1,1.8,3.7,18.4101,94.1863,Hyderabad,Bike,93.4,Central,1900-01-01 08:01:00,8
ORD000609,2024-08-19,09:06,Delhi,Central,,AUTO,Electronics,0.57,90,106.7,16.7,Delayed,Partly Cloudy,4697.36,2,5.8,3.8,36.6821,84.1469,Delhi,Auto,106.7,Central,1900-01-01 09:06:00,9
ORD000610,2024-05-05,21:35,Delhi,,RID0139,bike,Food,7.71,60,89.0,29.0,Delayed,Rain,654.95,2,5.6,3.7,16.3824,79.6518,Delhi,Bike,89.0,,1900-01-01 21:35:00,21
ORD000611,2024-06-07,11:13,Chennai,Central,RID0118,bike,Electronics,15.65,60,83.7 mins,23.7,Delayed,Rain,3276.73,1,0.3,3.2,16.118,89.3724,Chennai,Bike,83.7,Central,1900-01-01 11:13:00,11
ORD000612,2024-06-09,06:45,Jaipur,West,RID0032,cycle,Apparel,9.36,45,67.4,22.4,Delayed,Clear,4636.57,1,7.6,3.4,29.7816,79.1679,Jaipur,Cycle,67.4,West,1900-01-01 06:45:00,6
ORD000613,2024-12-11,12:24,Ahmedabad,North,RID0047,Van,Electronics,14.55,60,60.8,0.8,On-Time,Clear,4587.57,2,2.6,4.4,11.1449,83.1682,Ahmedabad,Van,60.8,North,1900-01-01 12:24:00,12
ORD000614,2024-06-01,19:03,Lucknow,East,,BIKE,Documents,2.26,90,106.4,16.4,Delayed,Rain,3530.54,1,7.3,4.1,23.9076,69.8774,Lucknow,Bike,106.4,East,1900-01-01 19:03:00,19
ORD000615,2024-02-24,10:27,Jaipur,East,RID0035,cycle,Electronics,4.44,45,63.2,18.2,Delayed,Clear,1647.01,3,3.7,3.2,26.3487,88.3486,Jaipur,Cycle,63.2,East,1900-01-01 10:27:00,10
ORD000616,2024-05-26,22:49,Lucknow,South,RID0017,BIKE,Grocery,12.1,30,28.9,-1.1,On-Time,Clear,2875.14,2,0.5,4.5,19.6357,75.9229,Lucknow,Bike,28.9,South,1900-01-01 22:49:00,22
ORD000617,2024-03-22,09:26,Jaipur,North,RID0070,Auto,Electronics,10.22,60,98.5,38.5,Delayed,Rain,2880.6,1,3.7,3.5,14.0345,68.9782,Jaipur,Auto,98.5,North,1900-01-01 09:26:00,9
ORD000618,2024-01-25,09:09, Ahmedabad,North,RID0015,Bike,Electronics,4.3,90,99.1,9.1,Delayed,Clear,2777.4,1,2.6,3.7,28.9754,69.6278,Ahmedabad,Bike,99.1,North,1900-01-01 09:09:00,9
ORD000619,2024-05-23,11:20,Kolkata ,Central,RID0093,van,Food,13.07,45,55.2,10.2,Delayed,Clear,2824.63,2,2.6,4.5,26.1444,70.851,Kolkata,Van,55.2,Central,1900-01-01 11:20:00,11
ORD000620,2024-01-09,08:18,Pune,North,RID0039,bike,Grocery,9.47,60,51.1,-8.9,On-Time,Partly Cloudy,3066.1,1,7.1,4.7,25.0453,68.7378,Pune,Bike,51.1,North,1900-01-01 08:18:00,8
ORD000621,2024-02-18,06:13,Ahmedabad,Central,RID0062,Bike,Food,8.19,60,28.5,-31.5,On-Time,Partly Cloudy,1143.08,1,1.0,4.1,19.47,94.356,Ahmedabad,Bike,28.5,Central,1900-01-01 06:13:00,6
ORD000622,2024-08-04,21:09,Lucknow,North,RID0049,auto,Electronics,14.07,60,54.7,-5.3,On-Time,Clear,3112.5,2,6.2,4.1,31.5814,74.8299,Lucknow,Auto,54.7,North,1900-01-01 21:09:00,21
ORD000623,2024-12-16,08:41,Mumbai,East,RID0084,van,Apparel,4.16,60,97.4,37.4,Delayed,Clear,2986.53,1,2.4,4.8,8.6696,78.8372,Mumbai,Van,97.4,East,1900-01-01 08:41:00,8
ORD000624,2024-04-19,16:21,Delhi,East,RID0085,Cycle,Medicine,7.51,90,92.8,2.8,On-Time,Clear,1194.1,3,1.0,3.2,13.5747,82.7558,Delhi,Cycle,92.8,East,1900-01-01 16:21:00,16
ORD000625,2024-02-06,10:01,Kolkata,West,RID0017,cycle,Documents,5.73,60,75.4,15.4,Delayed,Partly Cloudy,207.44,1,5.2,3.6,18.8105,81.9986,Kolkata,Cycle,75.4,West,1900-01-01 10:01:00,10
ORD000626,2024-09-17,08:54,Hydrabad,West,RID0136,cycle,Documents,4.52,90,148.3,58.3,Delayed,Rain,2994.37,1,5.5,3.2,8.4624,88.2705,Hyderabad,Cycle,148.3,West,1900-01-01 08:54:00,8
ORD000627,2024-04-12,17:00,Pune,East,RID0147,bike,Food,4.22,120,122.1,2.1,On-Time,Clear,1202.22,3,1.5,4.9,18.0377,77.741,Pune,Bike,122.1,East,1900-01-01 17:00:00,17
ORD000628,2024-06-08,17:06,Hyderabad,South,RID0131,Bike,Documents,16.3,30,53.5,23.5,Delayed,Partly Cloudy,4613.44,2,3.8,3.5,29.797,73.0274,Hyderabad,Bike,53.5,South,1900-01-01 17:06:00,17
ORD000629,2024-01-18,08:52,Jaipur,South,RID0105,cycle,Grocery,11.9,45,87.5,42.5,Delayed,Clear,3201.77,1,5.2,3.1,,,Jaipur,Cycle,87.5,South,1900-01-01 08:52:00,8
ORD000630,2024-12-13,22:49,Hyderabad,Central,RID0066,AUTO,Grocery,10.9,60,60.6,0.6,On-Time,Clear,3277.17,1,1.6,4.8,30.5789,71.2703,Hyderabad,Auto,60.6,Central,1900-01-01 22:49:00,22
ORD000631,2024-08-23,06:30,Chennai,South,RID0060,Bike,Apparel,17.69,60,62.2,2.2,On-Time,Partly Cloudy,2108.87,2,5.0,4.8,30.5295,74.0398,Chennai,Bike,62.2,South,1900-01-01 06:30:00,6
ORD000632,2024-07-17,09:16,Chennai,West,RID0082,Cycle,Medicine,12.39,45,62.5,17.5,Delayed,Clear,4673.28,1,2.1,3.3,9.8823,75.2865,Chennai,Cycle,62.5,West,1900-01-01 09:16:00,9
ORD000633,2024-11-02,16:15,Jaipur,Central,RID0028,bike,Documents,9.36,45,52.1,7.1,Delayed,Clear,522.9,1,5.6,4.4,28.6594,87.2623,Jaipur,Bike,52.1,Central,1900-01-01 16:15:00,16
ORD000634,2024-07-14,10:41,Hydrabad,South,RID0032,AUTO,Grocery,15.4,45,53.9,8.9,Delayed,Clear,2599.12,1,2.4,4.1,35.9693,78.3988,Hyderabad,Auto,53.9,South,1900-01-01 10:41:00,10
ORD000635,2024-11-20,17:48,Hyderabad,,RID0141,bike,Food,5.3,90,94.4,4.4,On-Time,Clear,3193.75,1,5.0,3.8,35.2817,94.4841,Hyderabad,Bike,94.4,,1900-01-01 17:48:00,17
ORD000636,2024-06-10,06:00,Hydrabad,West,RID0111,Bike,Medicine,16.89,60,58.8,-1.2,On-Time,Clear,4773.47,1,1.7,4.3,11.2816,75.9747,Hyderabad,Bike,58.8,West,1900-01-01 06:00:00,6
ORD000637,2024-02-14,18:42,Ahmedabad,Central,RID0027,Auto,Grocery,15.15,60,54.1,-5.9,On-Time,Partly Cloudy,1206.42,1,0.4,3.5,9.3146,69.5364,Ahmedabad,Auto,54.1,Central,1900-01-01 18:42:00,18
ORD000638,2024-09-21,20:07,Ahmedabad,,RID0023,Auto,Documents,11.94,30,101.4,71.4,Delayed,Fog,1950.6,1,1.7,4.5,27.4953,79.528,Ahmedabad,Auto,101.4,,1900-01-01 20:07:00,20
ORD000639,2024-09-28,10:24,Lucknow,North,RID0029,Cycle,Grocery,16.81,90,111.6,21.6,Delayed,Clear,2555.88,1,0.6,3.1,28.3739,92.2321,Lucknow,Cycle,111.6,North,1900-01-01 10:24:00,10
ORD000640,2024-02-01,13:08, Ahmedabad,West,RID0099,van,Grocery,15.8,60,84.4,24.4,Delayed,Clear,1603.4,2,1.5,3.0,12.2841,69.2629,Ahmedabad,Van,84.4,West,1900-01-01 13:08:00,13
ORD000641,2024-06-13,13:26,Chennai,Central,RID0046,bike,Documents,11.13,60,97.7,37.7,Delayed,Fog,2144.14,1,5.2,4.5,31.8247,72.9957,Chennai,Bike,97.7,Central,1900-01-01 13:26:00,13
ORD000642,2024-04-17,19:39,Delhi,West,RID0065,Auto,Food,4.76,60,76.5,16.5,Delayed,Clear,3634.64,1,6.6,4.6,21.9039,80.1472,Delhi,Auto,76.5,West,1900-01-01 19:39:00,19
ORD000643,2024-08-08,09:50,Ahmedabad,North,RID0097,Van,Food,9.26,60,87.1,27.1,Delayed,Clear,3375.25,2,1.6,3.8,8.2834,92.8707,Ahmedabad,Van,87.1,North,1900-01-01 09:50:00,9
ORD000644,2024-07-29,07:17,Bangaluru,North,RID0075,van,Food,8.38,30,52.8,22.8,Delayed,Rain,4933.41,1,5.3,4.7,33.2912,86.2303,Bangalore,Van,52.8,North,1900-01-01 07:17:00,7
ORD000645,2024-06-07,16:22,Hyderabad,East,RID0030,Bike,Apparel,17.55,90,93.9,3.9,On-Time,Clear,2578.48,1,0.7,3.9,32.8342,96.75,Hyderabad,Bike,93.9,East,1900-01-01 16:22:00,16
ORD000646,2024-02-16,18:32,Mumbai,East,RID0007,Auto,Food,16.95,60,138.6,78.6,Delayed,Rain,970.46,3,6.9,3.5,,,Mumbai,Auto,138.6,East,1900-01-01 18:32:00,18
ORD000647,2024-02-23,22:46,Ahmedabad,West,RID0032,Bike,Grocery,5.24,60,78.1,18.1,Delayed,Fog,981.45,1,4.3,5.0,29.0933,74.2469,Ahmedabad,Bike,78.1,West,1900-01-01 22:46:00,22
ORD000648,2024-01-15,21:54,Kolkata ,Central,RID0106,AUTO,Food,12.38,90,57.7,-32.3,On-Time,Clear,4951.74,1,1.3,3.6,17.4214,68.0603,Kolkata,Auto,57.7,Central,1900-01-01 21:54:00,21
ORD000649,2024-09-11,10:21,Lucknow,,RID0111,van,Electronics,12.9,60,61.6,1.6,On-Time,Clear,3359.51,1,4.6,3.9,34.5391,81.4005,Lucknow,Van,61.6,,1900-01-01 10:21:00,10
ORD000650,2024-04-14,16:38,Delhi,East,RID0093,Bike,Food,8.86,45,32.9,-12.1,On-Time,Clear,675.41,2,7.8,4.5,22.6607,91.3245,Delhi,Bike,32.9,East,1900-01-01 16:38:00,16
ORD000651,2024-05-20,15:01,chennai,West,RID0147,auto,Apparel,6.18,60,56.6,-3.4,On-Time,Clear,232.13,3,2.7,4.3,25.37,81.5659,Chennai,Auto,56.6,West,1900-01-01 15:01:00,15
ORD000652,2024-12-18,21:18,Chennai,East,RID0031,cycle,Documents,7.46,30,49.7,19.7,Delayed,Fog,1092.36,1,4.1,5.0,12.1579,95.1785,Chennai,Cycle,49.7,East,1900-01-01 21:18:00,21
ORD000653,2024-02-01,15:13,Bangalore,Central,RID0084,Cycle,Food,7.25,45,45.7,0.7,On-Time,Rain,2757.63,1,7.6,3.9,28.5569,93.842,Bangalore,Cycle,45.7,Central,1900-01-01 15:13:00,15
ORD000654,2024-06-03,12:24,Lucknow,West,RID0080,Auto,Food,16.04,90,197.4,107.4,Delayed,Rain,524.24,2,6.2,3.7,20.3956,89.3808,Lucknow,Auto,197.4,West,1900-01-01 12:24:00,12
ORD000655,2024-04-01,14:35, Ahmedabad,West,RID0009,cycle,Electronics,11.52,60,77.8,17.8,Delayed,Clear,796.61,1,7.0,4.3,32.4575,71.3602,Ahmedabad,Cycle,77.8,West,1900-01-01 14:35:00,14
ORD000656,2024-09-17,21:45, Ahmedabad,East,RID0088,BIKE,Documents,4.43,45,79.1,34.1,Delayed,Rain,635.28,2,7.7,4.8,22.3289,80.1837,Ahmedabad,Bike,79.1,East,1900-01-01 21:45:00,21
ORD000657,2024-12-23,19:46,Ahmedabad,East,RID0067,auto,Grocery,1.58,60,142.9,82.9,Delayed,Rain,3027.06,2,6.6,5.0,13.7589,93.1887,Ahmedabad,Auto,142.9,East,1900-01-01 19:46:00,19
ORD000658,2024-03-29,08:10,Hyderabad,North,,van,Documents,1.23,45,80.5,35.5,Delayed,Partly Cloudy,942.22,1,4.1,4.6,24.5372,80.446,Hyderabad,Van,80.5,North,1900-01-01 08:10:00,8
ORD000659,2024-07-20,06:05,Hyderabad,South,RID0117,Van,Apparel,7.29,120,113.6,-6.4,On-Time,Partly Cloudy,2032.06,1,5.4,3.4,21.6676,68.4381,Hyderabad,Van,113.6,South,1900-01-01 06:05:00,6
ORD000660,2024-11-04,19:10,Kolkata ,East,RID0070,bike,Grocery,13.49,120,119.1,-0.9,On-Time,Partly Cloudy,2344.21,1,7.8,3.9,23.5075,82.9032,Kolkata,Bike,119.1,East,1900-01-01 19:10:00,19
ORD000661,2024-02-29,14:04,MUMBAI,North,RID0123,Cycle,Grocery,1.6,120,159.1,39.1,Delayed,Fog,3934.65,1,4.6,4.4,30.825,88.8893,Mumbai,Cycle,159.1,North,1900-01-01 14:04:00,14
ORD000662,2024-07-28,09:16,Lucknow,West,RID0004,van,Electronics,5.52,60,61.4,1.4,On-Time,Clear,1289.48,1,3.8,4.1,35.8827,76.5587,Lucknow,Van,61.4,West,1900-01-01 09:16:00,9
ORD000663,2024-06-18,08:59,Pune,West,RID0149,Van,Food,1.91,30,60.0,30.0,Delayed,Clear,3726.03,2,3.1,4.7,16.1768,69.8462,Pune,Van,60.0,West,1900-01-01 08:59:00,8
